season 2015 (Projected) NYG - - - 19 214 11.3 1 36.9 -
season 2014 NYG 12  -  20 16 188 11.8 4 48.8 4.1
    week 1 at DET L 14-35 1 1 7 7.0 0 1.2
    week 2 ARI L 14-25 1 1 1 1.0 1 6.6
    week 3 HOU W 30-17 2 2 22 11.0 1 9.2
    week 4 at WAS W 45-14 2 2 8 4.0 1 7.8
    week 6 at PHI L 0-27 2 2 40 20.0 0 3.0
    week 7 at DAL L 21-31 1 1 27 27.0 1 9.2
    week 10 at SEA L 17-38 1 1 12 12.0 0 1.7
    week 12 DAL L 28-31 4 3 35 11.7 0 5.0
    week 13 at JAC L 24-25 1 0 0 - 0 0.0
    week 14 at TEN W 36-7 1 0 0 - 0 0.0
    week 15 WAS W 24-13 1 1 16 16.0 0 2.1
    week 16 at STL W 37-27 3 2 20 10.0 0 3.0
season 2012 NE 6  -  10 4 85 21.3 0 10.5 1.8
    week 4 at BUF W 52-28 2 1 18 18.0 0 2.3
    week 5 DEN W 31-21 2 0 0 - 0 0.0
    week 6 at SEA L 23-24 2 1 35 35.0 0 4.0
    week 12 at NYJ W 49-19 2 1 24 24.0 0 2.9
    week 13 at MIA W 23-16 1 0 0 - 0 0.0
    week 16 at JAC W 23-16 1 1 8 8.0 0 1.3
season 2011 DEN 16 15 31 19 256 13.5 3 51.1 3.2
season 2010 STL 16 6 65 41 391 9.5 2 71.6 4.5
season 2009 STL 14 3 35 21 273 13.0 3 53.8 3.8
season 2008 STL 11 1 11 7 81 11.6 0 11.6 1.1
