season 2015 (Projected) BUF - 29 33 87.9% 37 37 120.0 -
season 2014 BUF 16 34 38 89.5% 31 32 128.0 8.0
    week 1 @CHI W 23-20 3 3 100.0% 2 2 11.0
    week 2 MIA W 29-10 5 6 83.3% 2 2 16.0
    week 3 SD L 10-22 1 1 100.0% 1 1 4.0
    week 4 @HOU L 17-23 1 1 100.0% 2 2 5.0
    week 5 @DET W 17-14 3 4 75.0% 0 0 8.0
    week 6 NE L 22-37 0 0 0.0% 2 2 2.0
    week 7 MIN W 17-16 1 1 100.0% 2 2 5.0
    week 8 @NYJ W 43-23 3 3 100.0% 4 5 12.0
    week 10 KC L 13-17 2 2 100.0% 1 1 7.0
    week 11 @MIA L 9-22 3 4 75.0% 0 0 8.0
    week 12 NYJ W 38-3 1 1 100.0% 5 5 8.0
    week 13 CLE W 26-10 4 5 80.0% 2 2 13.0
    week 14 @DEN L 17-24 1 1 100.0% 2 2 5.0
    week 15 GB W 21-13 4 4 100.0% 1 1 13.0
    week 16 @OAK L 24-26 1 1 100.0% 3 3 6.0
    week 17 @NE W 17-9 1 1 100.0% 2 2 5.0
season 2013 BUF 16 33 36 91.7% 32 32 128.0 8.0
    week 1 NE L 21-23 0 0 0.0% 3 3 3.0
    week 2 CAR W 24-23 3 4 75.0% 1 1 9.0
    week 3 @NYJ L 20-27 4 4 100.0% 0 0 12.0
    week 4 BAL W 23-20 3 3 100.0% 2 2 11.0
    week 5 @CLE L 24-37 1 1 100.0% 3 3 6.0
    week 6 CIN L 24-27 1 1 100.0% 3 3 6.0
    week 7 @MIA W 23-21 3 3 100.0% 2 2 11.0
    week 8 @NO L 17-35 1 2 50.0% 2 2 4.0
    week 9 KC L 13-23 2 2 100.0% 1 1 7.0
    week 10 @PIT L 10-23 1 1 100.0% 1 1 4.0
    week 11 NYJ W 37-14 3 3 100.0% 4 4 13.0
    week 13 ATL L 31-34 1 1 100.0% 4 4 7.0
    week 14 @TB L 6-27 2 2 100.0% 0 0 6.0
    week 15 @JAC W 27-20 2 3 66.7% 3 3 8.0
    week 16 MIA W 19-0 4 4 100.0% 1 1 13.0
    week 17 @NE L 20-34 2 2 100.0% 2 2 8.0
season 2012 MIA 14 22 27 81.5% 26 26 87.0 6.2
    week 1 @HOU L 10-30 1 1 100.0% 1 1 4.0
    week 2 OAK W 35-13 0 0 0.0% 5 5 5.0
    week 3 NYJ L 20-23 2 4 50.0% 2 2 6.0
    week 4 @ARI L 21-24 2 3 66.7% 1 1 6.0
    week 5 @CIN W 17-13 1 2 50.0% 2 2 4.0
    week 6 STL W 17-14 1 1 100.0% 2 2 5.0
    week 8 @NYJ W 30-9 3 3 100.0% 3 3 12.0
    week 9 @IND L 20-23 2 2 100.0% 2 2 8.0
    week 10 TEN L 3-37 1 1 100.0% 0 0 3.0
    week 11 @BUF L 14-19 0 1 0.0% 2 2 1.0
    week 12 SEA W 24-21 1 1 100.0% 3 3 6.0
    week 13 NE L 16-23 3 3 100.0% 1 1 10.0
    week 14 @SF L 13-27 2 2 100.0% 1 1 7.0
    week 15 JAC W 24-3 3 3 100.0% 1 1 10.0
season 2011 MIA 14 29 34 85.3% 26 26 108.0 7.7
season 2010 MIA 16 30 41 73.2% 25 25 104.0 6.5
season 2009 MIA 16 25 28 89.3% 37 38 108.0 6.8
season 2008 MIA 16 21 25 84.0% 40 40 99.0 6.2
