season 2015 (Projected) HOU - - 134 227 59.0 1545 8 5 84 167 2.0 1 106.5 -
season 2014 CLE 14  -  244 440 55.5 3339 12 13 25 32 1.3 0 158.8 11.3
    week 1 at PIT L 27-30 19 31 61.3 230 1 0 1 -2 -2.0 0 13.0
    week 2 NO W 26-24 24 40 60.0 204 1 0 0 0 - 0 12.2
    week 3 BAL L 21-23 19 25 76.0 290 1 0 2 4 2.0 0 16.0
    week 5 at TEN W 29-28 21 37 56.8 292 3 1 1 2 2.0 0 21.9
    week 6 PIT W 31-10 8 17 47.1 217 1 0 1 0 0.0 0 12.7
    week 7 at JAC L 6-24 16 41 39.0 215 0 1 1 -1 -1.0 0 6.5
    week 8 OAK W 23-13 19 28 67.9 275 1 0 2 1 0.5 0 15.1
    week 9 TB W 22-17 21 34 61.8 300 2 2 3 -1 -0.3 0 15.9
    week 10 at CIN W 24-3 15 23 65.2 198 0 0 4 1 0.3 0 8.0
    week 11 HOU L 7-23 20 50 40.0 330 1 1 3 -6 -2.0 0 14.6
    week 12 at ATL W 26-24 23 40 57.5 322 0 3 3 12 4.0 0 8.1
    week 13 at BUF L 10-26 18 30 60.0 192 0 2 0 0 - 0 3.7
    week 14 IND L 24-25 14 31 45.2 140 0 2 2 3 1.5 0 1.9
    week 16 at CAR L 13-17 7 13 53.8 134 1 1 2 19 9.5 0 9.3
season 2013 CLE 3  -  57 96 59.4 615 5 3 6 16 2.7 0 40.2 13.4
    week 3 at MIN W 31-27 30 54 55.6 321 3 3 1 -2 -2.0 0 18.6
    week 4 CIN W 17-6 25 38 65.8 269 2 0 4 7 1.8 0 19.5
    week 5 BUF W 37-24 2 4 50.0 25 0 0 1 11 11.0 0 2.1
season 2012 ARI 2  -  30 53 56.6 330 1 2 1 6 6.0 0 13.8 6.9
    week 16 CHI L 13-28 11 19 57.9 105 0 1 0 0 - 0 2.2
    week 17 at SF L 13-27 19 34 55.9 225 1 1 1 6 6.0 0 11.6
season 2011 NE 3 0 1 1 100.0 22 0 0 4 -3 -0.8 0 0.6 0.2
season 2010 NE 5 0 7 15 46.7 122 1 1 10 -8 -0.8 0 6.1 1.2
season 2009 NE 5 0 19 27 70.4 142 0 0 10 25 2.5 1 14.2 2.8
